category,createdAt,quantity,total,Rubro,Clase,mes_año_x,PIB,IPC,IVCM_alimentos
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2021-06-30 00:00:00+00:00,20431.5,5434234.0,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2021-06-30 00:00:00+00:00,6393.0,5075533.85,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2021-06-30 00:00:00+00:00,13675.0,5495221.0,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2021-06-30 00:00:00+00:00,121.0,132997.296,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2021-06-30 00:00:00+00:00,34202.408,44704933.5369048,"Alimentos, bebidas y tabaco",Frutas,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2021-06-30 00:00:00+00:00,2490.0,4229906.7498,"Alimentos, bebidas y tabaco",Frutos secos,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2021-06-30 00:00:00+00:00,107431.138,169632723.3572954,"Alimentos, bebidas y tabaco",Verduras,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2021-06-30 00:00:00+00:00,653.0,2338524.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2021-06-30 00:00:00+00:00,8669.0,21245886.84872,"Alimentos, bebidas y tabaco",Pescados,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2021-06-30 00:00:00+00:00,31.0,56730.0,"Alimentos, bebidas y tabaco",Plantas acuáticas,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2021-06-30 00:00:00+00:00,28478.288,80398329.13102,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2021-06-30 00:00:00+00:00,30206.952116859,114056166.3139683,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2021-06-30 00:00:00+00:00,67208.7723,58792074.4252142,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2021-06-30 00:00:00+00:00,614.5,1310412.0,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2021-06-30 00:00:00+00:00,47384.48,10798493.74,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2021-06-30 00:00:00+00:00,38050.6,9797847.28,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2021-06-30 00:00:00+00:00,28597.6,50498734.876,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2021-06-30 00:00:00+00:00,10710.8,10978423.49,"Alimentos, bebidas y tabaco",Quesos,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2021-06-30 00:00:00+00:00,10.0,16720.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2021-06-30 00:00:00+00:00,541.0,4811000.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2021-06,47096.204723944,0.5,125.04681690405
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2021-07-31 00:00:00+00:00,11157.0,40939001.614,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2021-07-31 00:00:00+00:00,4703.0,12293745.49,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2021-07-31 00:00:00+00:00,5179.0,6738056.64551596,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2021-07-31 00:00:00+00:00,11349.0,9608239.703,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2021-07-31 00:00:00+00:00,7455.0,8338717.2582,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2021-07-31 00:00:00+00:00,1010.0,1725882.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-07-31 00:00:00+00:00,11846.0,42709524.459,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2021-07-31 00:00:00+00:00,3110.0,11434389.0,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2021-07-31 00:00:00+00:00,145981.0,71198031.681335,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2021-07-31 00:00:00+00:00,682.0,3494654.0,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2021-07-31 00:00:00+00:00,69574.0,27232091.974661957,"Alimentos, bebidas y tabaco",Postres y decoraciones,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2021-07-31 00:00:00+00:00,4632.342,11484199.1065,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2021-07-31 00:00:00+00:00,196.0,611484.0,"Alimentos, bebidas y tabaco",Sopas y estofados,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2021-07-31 00:00:00+00:00,10223.0,7790118.3958,"Alimentos, bebidas y tabaco",Tentempiés,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2021-07-31 00:00:00+00:00,4533.0,30304711.520000003,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2021-07-31 00:00:00+00:00,133620.0,94913720.79787149,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2021-07-31 00:00:00+00:00,18203.0,28521608.60901407,"Alimentos, bebidas y tabaco",Café y té,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2021-07-31 00:00:00+00:00,151988.0,275415099.565042,"Alimentos, bebidas y tabaco",Cereales,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2021-07-31 00:00:00+00:00,20721.0,13456239.22140839,"Alimentos, bebidas y tabaco",Cereales procesados,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2021-07-31 00:00:00+00:00,40991.0,74977487.6654518,"Alimentos, bebidas y tabaco",Legumbres,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2021-07-31 00:00:00+00:00,127192.0,17646953.7433545,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2021-07-31 00:00:00+00:00,44122.0,35102956.50202101,"Alimentos, bebidas y tabaco",Productos de confitería,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2021-07-31 00:00:00+00:00,52709.0,11167252.65247,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2021-07-31 00:00:00+00:00,22640.25,15173354.7835,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2021-07-31 00:00:00+00:00,17292.0,5631137.1534,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2021-07-31 00:00:00+00:00,312.0,1320740.4369,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2021-07-31 00:00:00+00:00,113668.168,106942797.70080474,"Alimentos, bebidas y tabaco",Frutas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2021-07-31 00:00:00+00:00,7102.5,9420108.293,"Alimentos, bebidas y tabaco",Frutos secos,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2021-07-31 00:00:00+00:00,197004.822,313597446.5224334,"Alimentos, bebidas y tabaco",Verduras,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2021-07-31 00:00:00+00:00,1221.0,5655392.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2021-07-31 00:00:00+00:00,18973.0,27149157.6619,"Alimentos, bebidas y tabaco",Pescados,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2021-07-31 00:00:00+00:00,61.0,96124.72,"Alimentos, bebidas y tabaco",Plantas acuáticas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2021-07-31 00:00:00+00:00,41922.7285,128189221.20334302,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2021-07-31 00:00:00+00:00,36477.7219187686,132353142.87735549,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2021-07-31 00:00:00+00:00,205432.19094285,150026282.29118264,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2021-07-31 00:00:00+00:00,7605.0,6690777.345,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2021-07-31 00:00:00+00:00,8789.48,12434796.3438,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2021-07-31 00:00:00+00:00,65619.0,13519712.287892,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2021-07-31 00:00:00+00:00,411954.0,1238398221.6089847,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2021-07-31 00:00:00+00:00,5824.5799799,17103102.483932,"Alimentos, bebidas y tabaco",Quesos,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2021-07-31 00:00:00+00:00,3.0,2898.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2021-07-31 00:00:00+00:00,2305.0,47644093.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2021-07,48844.125436825,0.1,113.7272420197
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2021-08-31 00:00:00+00:00,11947.0,56543553.5732772,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2021-08-31 00:00:00+00:00,4492.0,9576241.44,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2021-08-31 00:00:00+00:00,71357.0,894561950.934368,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2021-08-31 00:00:00+00:00,26985.0,23853904.08,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2021-08-31 00:00:00+00:00,195044.2,258535449.2484554,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2021-08-31 00:00:00+00:00,189.0,244268.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-08-31 00:00:00+00:00,38825.0,25135976.9422386,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2021-08-31 00:00:00+00:00,23607.0,15752943.0,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2021-08-31 00:00:00+00:00,28519.0,302407079.2990067,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2021-08-31 00:00:00+00:00,10015.7455,150735522.6355,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2021-08-31 00:00:00+00:00,69927.0,33042102.406269383,"Alimentos, bebidas y tabaco",Postres y decoraciones,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2021-08-31 00:00:00+00:00,9812.0,18388871.7068,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2021-08-31 00:00:00+00:00,2086.0,1960663.312,"Alimentos, bebidas y tabaco",Sopas y estofados,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2021-08-31 00:00:00+00:00,13288.0,14775978.5072,"Alimentos, bebidas y tabaco",Tentempiés,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2021-08-31 00:00:00+00:00,18325.0,37519763.817428,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2021-08-31 00:00:00+00:00,582294.0,420044872.4725222,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2021-08-31 00:00:00+00:00,46313.0,139477821.80294445,"Alimentos, bebidas y tabaco",Café y té,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2021-08-31 00:00:00+00:00,131757.0,1187766808.1505244,"Alimentos, bebidas y tabaco",Cereales,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2021-08-31 00:00:00+00:00,52938.0,20017243.679384,"Alimentos, bebidas y tabaco",Cereales procesados,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2021-08-31 00:00:00+00:00,10656.0,47842750.298,"Alimentos, bebidas y tabaco",Legumbres,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2021-08-31 00:00:00+00:00,294502.0,41758224.83287063,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2021-08-31 00:00:00+00:00,32770.0,39274898.17088186,"Alimentos, bebidas y tabaco",Productos de confitería,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2021-08-31 00:00:00+00:00,225304.0,21505848.241,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2021-08-31 00:00:00+00:00,78537.2504,28148388.5019032,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2021-08-31 00:00:00+00:00,13420.0,7565524.798,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2021-08-31 00:00:00+00:00,243.0,325301.32,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2021-08-31 00:00:00+00:00,125531.223,194451978.5695482,"Alimentos, bebidas y tabaco",Frutas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2021-08-31 00:00:00+00:00,7950.33,48639329.93034,"Alimentos, bebidas y tabaco",Frutos secos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2021-08-31 00:00:00+00:00,255208.096,759453951.4852434,"Alimentos, bebidas y tabaco",Verduras,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Pescados y mariscos / Invertebrados acuáticos",2021-08-31 00:00:00+00:00,30.0,313500.0,"Alimentos, bebidas y tabaco",Invertebrados acuáticos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2021-08-31 00:00:00+00:00,6425.0,17360642.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2021-08-31 00:00:00+00:00,16684.0,45415462.86909,"Alimentos, bebidas y tabaco",Pescados,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2021-08-31 00:00:00+00:00,272.0,434773.68,"Alimentos, bebidas y tabaco",Plantas acuáticas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2021-08-31 00:00:00+00:00,52652.7013,161325082.04554,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2021-08-31 00:00:00+00:00,89586.825,406218976.4920221,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2021-08-31 00:00:00+00:00,446412.6610683492,383112992.6946891,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2021-08-31 00:00:00+00:00,7517.0,15849054.885233,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2021-08-31 00:00:00+00:00,96024.83,131024322.4779648,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2021-08-31 00:00:00+00:00,94197.5,65631515.02048,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2021-08-31 00:00:00+00:00,268673.0,537975803.4996247,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2021-08-31 00:00:00+00:00,19678.665,31638428.63996552,"Alimentos, bebidas y tabaco",Quesos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2021-08-31 00:00:00+00:00,34.0,819168.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2021-08-31 00:00:00+00:00,8022.0,187161964.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2021-08,48844.125436825,0.3,129.54632985588
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2021-09-30 00:00:00+00:00,15652.0,33902519.0336176,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2021-09-30 00:00:00+00:00,1309.0,2639669.0,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2021-09-30 00:00:00+00:00,16375.0,49193061.0,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2021-09-30 00:00:00+00:00,35160.0,26953429.04546214,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2021-09-30 00:00:00+00:00,23591.0,33970245.595714,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2021-09-30 00:00:00+00:00,236.0,2643417.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-09-30 00:00:00+00:00,41840.0,44240920.62741,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2021-09,48844.125436825,-0.1,125.92118920302
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2021-09-30 00:00:00+00:00,7105.0,6254104.3,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2021-09,48844.125436825,-0.1,125.92118920302
