category,createdAt,quantity,total,Rubro,Clase,mes_año_x,PIB,IPC,IVCM_alimentos
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2022-01-31 00:00:00+00:00,2227.0,18548963.0,"Alimentos, bebidas y tabaco",Legumbres,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2022-01-31 00:00:00+00:00,288907.0,17145881.22396,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2022-01-31 00:00:00+00:00,19350.0,14158729.243,"Alimentos, bebidas y tabaco",Productos de confitería,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-01-31 00:00:00+00:00,94683.0,11055090.2564,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-01-31 00:00:00+00:00,5886.0,18747175.3536,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-01-31 00:00:00+00:00,15938.0,12511290.984,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-01-31 00:00:00+00:00,265.0,287820.0,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-01-31 00:00:00+00:00,63376.1678,153210644.05206612,"Alimentos, bebidas y tabaco",Frutas,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-01-31 00:00:00+00:00,4522.9,11986098.75,"Alimentos, bebidas y tabaco",Frutos secos,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-01-31 00:00:00+00:00,3886016.28,241839474.3978496,"Alimentos, bebidas y tabaco",Verduras,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-01-31 00:00:00+00:00,2254.0,4131234.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-01-31 00:00:00+00:00,7748.6,37425643.33,"Alimentos, bebidas y tabaco",Pescados,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-01-31 00:00:00+00:00,112.0,190330.0,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-01-31 00:00:00+00:00,39329.14601,167560765.7008332,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-01-31 00:00:00+00:00,46379.44922,208452837.595034,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-01-31 00:00:00+00:00,964121.9146641,237846196.7763444,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-01-31 00:00:00+00:00,1149.0,5639038.0,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-01-31 00:00:00+00:00,6490.0,15273768.114835,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-01-31 00:00:00+00:00,55151.0,13534590.26,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-01-31 00:00:00+00:00,1081351.0,73861528.51741636,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-01-31 00:00:00+00:00,13671.0708,20280773.77406368,"Alimentos, bebidas y tabaco",Quesos,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-01-31 00:00:00+00:00,49.0,532618.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-01-31 00:00:00+00:00,3782.0,115174753.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-01,54840.3940633,1.4,137.03646862657
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-02-28 00:00:00+00:00,6185.0,14304198.1730789,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-02-28 00:00:00+00:00,1804.0,2397209.0,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-02-28 00:00:00+00:00,7660.0,14757842.9,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-02-28 00:00:00+00:00,6937.0,19356653.0,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-02-28 00:00:00+00:00,16480.0,20193933.0,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-02-28 00:00:00+00:00,91.0,215473.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-02-28 00:00:00+00:00,32634.0,27867391.65217469,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2022-02-28 00:00:00+00:00,2020.0,3312486.760504,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2022-02-28 00:00:00+00:00,19744.0,62802630.41296631,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2022-02-28 00:00:00+00:00,1885.0,23455994.0,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2022-02-28 00:00:00+00:00,66844.0,33095385.470482416,"Alimentos, bebidas y tabaco",Postres y decoraciones,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2022-02-28 00:00:00+00:00,4645.0,9798276.136,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2022-02-28 00:00:00+00:00,840.0,496596.0,"Alimentos, bebidas y tabaco",Sopas y estofados,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2022-02-28 00:00:00+00:00,10266.5,8588462.0,"Alimentos, bebidas y tabaco",Tentempiés,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2022-02-28 00:00:00+00:00,6758.0,27861103.285338,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2022-02-28 00:00:00+00:00,4604714.0,285960988.073761,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2022-02-28 00:00:00+00:00,37563.0,37824516.4374935,"Alimentos, bebidas y tabaco",Café y té,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2022-02-28 00:00:00+00:00,31652.0,214749093.298,"Alimentos, bebidas y tabaco",Cereales,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2022-02-28 00:00:00+00:00,31920.0,15105162.313,"Alimentos, bebidas y tabaco",Cereales procesados,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2022-02-28 00:00:00+00:00,15018.0,48701431.79,"Alimentos, bebidas y tabaco",Legumbres,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2022-02-28 00:00:00+00:00,390481.0,44223777.9470622,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2022-02-28 00:00:00+00:00,23065.5,18497478.815,"Alimentos, bebidas y tabaco",Productos de confitería,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-02-28 00:00:00+00:00,140293.5,14271201.10846722,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-02-28 00:00:00+00:00,25155.0,16715902.1165,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-02-28 00:00:00+00:00,10232.0,6343393.2766,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-02-28 00:00:00+00:00,271.0,309410.0,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-02-28 00:00:00+00:00,94280.47853,188474738.8156658,"Alimentos, bebidas y tabaco",Frutas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-02-28 00:00:00+00:00,10753.0,12892687.4126048,"Alimentos, bebidas y tabaco",Frutos secos,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-02-28 00:00:00+00:00,4263239.756,387799086.609374,"Alimentos, bebidas y tabaco",Verduras,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-02-28 00:00:00+00:00,2340.0,7081967.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-02-28 00:00:00+00:00,6360.07,23431977.815,"Alimentos, bebidas y tabaco",Pescados,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-02-28 00:00:00+00:00,276.0,478630.0,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-02-28 00:00:00+00:00,111290.5763,289265182.9320395,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-02-28 00:00:00+00:00,486041.8678,1646193063.4821675,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-02-28 00:00:00+00:00,8015628.47959,267337356.34798577,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-02-28 00:00:00+00:00,1085.0,3482598.53394957,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-02-28 00:00:00+00:00,17709.585,26773925.9174897,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-02-28 00:00:00+00:00,59023.778,17612462.045,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-02-28 00:00:00+00:00,16280486.0,1470302071.8403697,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-02-28 00:00:00+00:00,14365.622,29173182.2085943,"Alimentos, bebidas y tabaco",Quesos,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-02-28 00:00:00+00:00,499.0,821012.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-02-28 00:00:00+00:00,3055.0,102153514.0,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-02,54840.3940633,0.5,129.75995083758
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-03-31 00:00:00+00:00,34037.0,64871216.23133769,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-03-31 00:00:00+00:00,1886.0,3814346.0,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-03-31 00:00:00+00:00,6392.0,89970055.43683666,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-03-31 00:00:00+00:00,3164.0,12955450.58624,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-03-31 00:00:00+00:00,2446.0,4754502.1764868,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-03-31 00:00:00+00:00,903.0,1389710.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-03-31 00:00:00+00:00,20803.0,30286437.860980667,"Alimentos, bebidas y tabaco","Jaleas, gelatinas, mermeladas, pastas de untar, dulces y conservas de frutas",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Materiales y mezclas instantáneas",2022-03-31 00:00:00+00:00,9076.0,10807511.1488,"Alimentos, bebidas y tabaco",Materiales y mezclas instantáneas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Pasta o tallarines naturales",2022-03-31 00:00:00+00:00,86374.7,118047970.0043614,"Alimentos, bebidas y tabaco",Pasta o tallarines naturales,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Platos combinados empaquetados",2022-03-31 00:00:00+00:00,21613.0,158341227.2722,"Alimentos, bebidas y tabaco",Platos combinados empaquetados,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Postres y decoraciones",2022-03-31 00:00:00+00:00,51964.0,22571766.9539496,"Alimentos, bebidas y tabaco",Postres y decoraciones,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sandwiches y panecillos con relleno",2022-03-31 00:00:00+00:00,8354.11,18203932.0789,"Alimentos, bebidas y tabaco",Sandwiches y panecillos con relleno,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Sopas y estofados",2022-03-31 00:00:00+00:00,13113.0,5593206.0,"Alimentos, bebidas y tabaco",Sopas y estofados,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Tentempiés",2022-03-31 00:00:00+00:00,17786.0,11357583.2486,"Alimentos, bebidas y tabaco",Tentempiés,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Bebidas / Bebidas alcohólicas",2022-03-31 00:00:00+00:00,3877.0,14106818.378,"Alimentos, bebidas y tabaco",Bebidas alcohólicas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Bebidas / Bebidas no alcohólicas",2022-03-31 00:00:00+00:00,314624.0,221390428.34187335,"Alimentos, bebidas y tabaco",Bebidas no alcohólicas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Bebidas / Café y té",2022-03-31 00:00:00+00:00,41019.0,77268993.66628353,"Alimentos, bebidas y tabaco",Café y té,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales",2022-03-31 00:00:00+00:00,82752.0,158544340.31879154,"Alimentos, bebidas y tabaco",Cereales,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Cereales procesados",2022-03-31 00:00:00+00:00,22737.0,20313766.857647058,"Alimentos, bebidas y tabaco",Cereales procesados,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Cereales y Legumbres / Legumbres",2022-03-31 00:00:00+00:00,33329.0,87312461.3458105,"Alimentos, bebidas y tabaco",Legumbres,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de chocolates, azúcares y edulcorantes",2022-03-31 00:00:00+00:00,195714.0,76991872.86050275,"Alimentos, bebidas y tabaco","Productos de chocolates, azúcares y edulcorantes",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Chocolates, azúcares, edulcorantes y productos de confitería / Productos de confitería",2022-03-31 00:00:00+00:00,65597.0,73011992.12344189,"Alimentos, bebidas y tabaco",Productos de confitería,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Hierbas, especias y extractos",2022-03-31 00:00:00+00:00,89155.5,13371601.45515588,"Alimentos, bebidas y tabaco","Hierbas, especias y extractos",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salmuera, salsas y aceitunas",2022-03-31 00:00:00+00:00,112459.25,76225434.16,"Alimentos, bebidas y tabaco","Salmuera, salsas y aceitunas",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Salsas, condimentos y productos para untar",2022-03-31 00:00:00+00:00,15376.0,20989395.68765034,"Alimentos, bebidas y tabaco","Salsas, condimentos y productos para untar",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Condimentos y preservantes / Vinagres y vinos de cocinar",2022-03-31 00:00:00+00:00,184.0,316047.0,"Alimentos, bebidas y tabaco",Vinagres y vinos de cocinar,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutas",2022-03-31 00:00:00+00:00,74944.83,111712381.96131618,"Alimentos, bebidas y tabaco",Frutas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Frutos secos",2022-03-31 00:00:00+00:00,116404.0,4138204.9708,"Alimentos, bebidas y tabaco",Frutos secos,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Frutas, verduras y frutos secos / Verduras",2022-03-31 00:00:00+00:00,209377.1832,237990630.403068,"Alimentos, bebidas y tabaco",Verduras,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Pescados y mariscos / Mariscos frescos",2022-03-31 00:00:00+00:00,527.0,1978337.0,"Alimentos, bebidas y tabaco",Mariscos frescos,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Pescados y mariscos / Pescados",2022-03-31 00:00:00+00:00,26602.0,86484773.22953562,"Alimentos, bebidas y tabaco",Pescados,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Pescados y mariscos / Plantas acuáticas",2022-03-31 00:00:00+00:00,10.0,28355.0,"Alimentos, bebidas y tabaco",Plantas acuáticas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes procesadas y preparadas",2022-03-31 00:00:00+00:00,66818.1873,210279966.651,"Alimentos, bebidas y tabaco",Carnes procesadas y preparadas,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos de carne y aves de corral / Carnes y aves de corral",2022-03-31 00:00:00+00:00,48190.32,185557056.227508,"Alimentos, bebidas y tabaco",Carnes y aves de corral,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos de panadería / Pan, galletas y pastelitos dulces",2022-03-31 00:00:00+00:00,263235.182441,228039201.86125615,"Alimentos, bebidas y tabaco","Pan, galletas y pastelitos dulces",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos de panadería / Suministros y mezclas para hacer al horno",2022-03-31 00:00:00+00:00,2622.0,5891924.213655389,"Alimentos, bebidas y tabaco",Suministros y mezclas para hacer al horno,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos de panadería / Tartas, empanadas y pastas",2022-03-31 00:00:00+00:00,53035.4,62119247.128252,"Alimentos, bebidas y tabaco","Tartas, empanadas y pastas",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Huevos y sustitutos",2022-03-31 00:00:00+00:00,73063.0,149278649.31932774,"Alimentos, bebidas y tabaco",Huevos y sustitutos,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Productos de leche y mantequilla",2022-03-31 00:00:00+00:00,1705865.72,564127162.2072747,"Alimentos, bebidas y tabaco",Productos de leche y mantequilla,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Productos lácteos y huevos / Quesos",2022-03-31 00:00:00+00:00,14326.1902,36751970.88346228,"Alimentos, bebidas y tabaco",Quesos,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Productos, suministros y accesorios para tabaco",2022-03-31 00:00:00+00:00,10.0,27900.0,"Alimentos, bebidas y tabaco","Productos, suministros y accesorios para tabaco",2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Tabaco, productos para fumar y substitutos / Tabaco y substitutos",2022-03-31 00:00:00+00:00,50.0,48319.5,"Alimentos, bebidas y tabaco",Tabaco y substitutos,2022-03,54840.3940633,0.9,155.26764615296
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Aceites vegetales y grasas comestibles",2022-04-30 00:00:00+00:00,2594.0,7004968.493357129,"Alimentos, bebidas y tabaco",Aceites vegetales y grasas comestibles,2022-04,50613.150895956,1.1,124.9937219776
"Alimentos, bebidas y tabaco / Aceites y grasas comestibles / Grasas y aceites animales comestibles",2022-04-30 00:00:00+00:00,813.0,3864390.0,"Alimentos, bebidas y tabaco",Grasas y aceites animales comestibles,2022-04,50613.150895956,1.1,124.9937219776
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Acompañamientos preparados",2022-04-30 00:00:00+00:00,2924.0,5081439.109,"Alimentos, bebidas y tabaco",Acompañamientos preparados,2022-04,50613.150895956,1.1,124.9937219776
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Bebidas y comidas infantiles",2022-04-30 00:00:00+00:00,5740.0,6809675.2914,"Alimentos, bebidas y tabaco",Bebidas y comidas infantiles,2022-04,50613.150895956,1.1,124.9937219776
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Empanadas, tartas y pies",2022-04-30 00:00:00+00:00,7561.0,11847828.624,"Alimentos, bebidas y tabaco","Empanadas, tartas y pies",2022-04,50613.150895956,1.1,124.9937219776
"Alimentos, bebidas y tabaco / Alimentos preparados y conservados / Ensaladas preparadas",2022-04-30 00:00:00+00:00,18.0,19656.0,"Alimentos, bebidas y tabaco",Ensaladas preparadas,2022-04,50613.150895956,1.1,124.9937219776
