RubroN3,FechaCreacion,cantidad,mes_año_x,PIB,IPC,IMACEC,totalLineaNeto
Bebidas y comidas infantiles,2018-01-31,127092.0,2018-01,48309.261540149,1.9,98.075070997706,43691154.0
Bebidas y comidas infantiles,2018-02-28,3261.0,2018-02,48309.261540149,1.9,102.21974233486,15414944.0
Bebidas y comidas infantiles,2018-03-31,4871.5929,2018-03,48309.261540149,2.3,105.72653659515,4799041.0
Bebidas y comidas infantiles,2018-04-30,3487.0,2018-04,46465.233705193,2.2,96.55962095538,143211192.0
Bebidas y comidas infantiles,2018-05-31,6994.0,2018-05,46465.233705193,2.0,92.639065395593,5993170.0
Bebidas y comidas infantiles,2018-06-30,3043.0,2018-06,46465.233705193,1.8,105.1414275287,7353971.0
Bebidas y comidas infantiles,2018-07-31,24948.0,2018-07,47664.205745694,1.9,101.78966356143,6498628.0
Bebidas y comidas infantiles,2018-08-31,14565.0,2018-08,47664.205745694,2.0,101.66316063789,8264057.0
Bebidas y comidas infantiles,2018-09-30,16743.0,2018-09,47664.205745694,2.5,98.482335240184,7680874.0
Bebidas y comidas infantiles,2018-10-31,29926.0,2018-10,45240.100146512,2.7,93.864503164476,98056878.0
Bebidas y comidas infantiles,2018-11-30,19671.0,2018-11,45240.100146512,2.6,98.265953970052,32653835.0
Bebidas y comidas infantiles,2018-12-31,15285.0,2018-12,45240.100146512,3.1,94.448887618972,103951199.0
Bebidas y comidas infantiles,2019-01-31,390972.0,2019-01,50065.327812567,2.9,102.34562231422,93079814.0
Bebidas y comidas infantiles,2019-02-28,66579.0,2019-02,50065.327812567,2.8,105.70868843619,69566505.0
Bebidas y comidas infantiles,2019-03-31,22337.0,2019-03,50065.327812567,2.6,109.09107117686,69130549.0
Bebidas y comidas infantiles,2019-04-30,58695.0,2019-04,47106.905564521,1.8,98.600715442779,1162987080.0
Bebidas y comidas infantiles,2019-05-31,27522.0,2019-05,47106.905564521,1.7,93.301937118699,65274290.0
Bebidas y comidas infantiles,2019-06-30,28724.5,2019-06,47106.905564521,2.0,106.50221582576,62679741.0
Bebidas y comidas infantiles,2019-07-31,66108.0,2019-07,48324.451190669,2.0,103.61394761216,60900452.0
Bebidas y comidas infantiles,2019-08-31,75774.0,2019-08,48324.451190669,2.3,103.30719279317,69164914.0
Bebidas y comidas infantiles,2019-09-30,26948.0,2019-09,48324.451190669,2.3,99.19643035477,89679868.0
Bebidas y comidas infantiles,2019-10-31,74454.0,2019-10,46662.257115827,2.2,96.525565486525,65724346.0
Bebidas y comidas infantiles,2019-11-30,33267.0,2019-11,46662.257115827,2.3,101.73020957352,93095520.0
Bebidas y comidas infantiles,2019-12-31,24631.0,2019-12,46662.257115827,2.1,97.332409441439,65092616.0
Bebidas y comidas infantiles,2020-01-31,1539096.0,2020-01,48749.000928364,2.5,97.947929134594,84151705.0
Bebidas y comidas infantiles,2020-02-29,25470.0,2020-02,48749.000928364,2.7,100.55233929216,56043215.0
Bebidas y comidas infantiles,2020-03-31,24955.0,2020-03,48749.000928364,3.0,110.3066682996,67539224.0
Bebidas y comidas infantiles,2020-04-30,24627.0,2020-04,47148.319246181,3.5,100.08487374904,1115578896.0
Bebidas y comidas infantiles,2020-05-31,19351.0,2020-05,47148.319246181,3.9,96.253208391708,106718840.0
Bebidas y comidas infantiles,2020-06-30,51241.0,2020-06,47148.319246181,3.7,102.32912664174,102940922.0
Bebidas y comidas infantiles,2020-07-31,16553.0,2020-07,41155.094344207,3.4,88.509044863643,81341081.0
Bebidas y comidas infantiles,2020-08-31,46802.0,2020-08,41155.094344207,2.8,87.004288894657,49425324.0
Bebidas y comidas infantiles,2020-09-30,34579.0,2020-09,41155.094344207,2.6,85.189006250569,97249488.0
Bebidas y comidas infantiles,2020-10-31,24061.0,2020-10,42145.390546874,2.5,84.992680522664,84003786.0
Bebidas y comidas infantiles,2020-11-30,110154.0,2020-11,42145.390546874,2.4,90.112898414487,69794176.0
Bebidas y comidas infantiles,2020-12-31,29496.0,2020-12,42145.390546874,3.1,91.869922182173,81279578.0
Bebidas y comidas infantiles,2021-01-31,258096.0,2021-01,48666.060874743,3.0,96.372276168681,56101371.0
Bebidas y comidas infantiles,2021-02-28,20616.0,2021-02,48666.060874743,2.7,101.34055587061,91152434.0
Bebidas y comidas infantiles,2021-03-31,45791.0,2021-03,48666.060874743,3.0,110.56871004506,158880965.0
Bebidas y comidas infantiles,2021-04-30,32669.0,2021-04,47096.204723944,3.1,95.967775620426,901169340.0
Bebidas y comidas infantiles,2021-05-31,9963.0,2021-05,47096.204723944,2.8,93.568701011258,49522270.0
Bebidas y comidas infantiles,2021-06-30,8226.0,2021-06,47096.204723944,2.9,108.80060587817,81836275.0
Bebidas y comidas infantiles,2021-07-31,3081.0,2021-07,48844.125436825,3.3,102.22713364104,59152695.0
Bebidas y comidas infantiles,2021-08-31,13868.0,2021-08,48844.125436825,3.6,103.99662890833,18231244.0
Bebidas y comidas infantiles,2021-09-30,16852.0,2021-09,48844.125436825,3.8,103.18575284539,52580767.0
Bebidas y comidas infantiles,2021-10-31,12853.0,2021-10,49357.624596139,4.5,100.46477396593,11319071.0
Bebidas y comidas infantiles,2021-11-30,5705.0,2021-11,49357.624596139,4.8,106.85588103332,12433167.0
Bebidas y comidas infantiles,2021-12-31,9035.0,2021-12,49357.624596139,5.3,105.34168813308,12606843.0
Bebidas y comidas infantiles,2022-01-31,41208.0,2022-01,54840.3940633,6.0,110.2115035277,16714292.0
Bebidas y comidas infantiles,2022-02-28,4848.0,2022-02,54840.3940633,6.7,116.01785446757,14357514.0
Bebidas y comidas infantiles,2022-03-31,9680.0,2022-03,54840.3940633,7.2,121.16430704495,10782903.0
Bebidas y comidas infantiles,2022-04-30,20518.0,2022-04,50613.150895956,7.7,104.38778446389,173519184.0
Bebidas y comidas infantiles,2022-05-31,15293.0,2022-05,50613.150895956,7.8,100.09164807164,6239541.0
Bebidas y comidas infantiles,2022-06-30,13800.0,2022-06,50613.150895956,9.4,116.1362065258,16452717.0
Bebidas y comidas infantiles,2022-07-31,15781.0,2022-07,51360.885368268,10.5,108.32134465825,27241972.0
Bebidas y comidas infantiles,2022-08-31,14364.0,2022-08,51360.885368268,11.5,110.3215943683,24920358.0
Bebidas y comidas infantiles,2022-09-30,19926.0,2022-09,51360.885368268,12.5,106.70932206768,27897518.0
Bebidas y comidas infantiles,2022-10-31,15115.0,2022-10,49459.581707941,13.1,100.85570464127,20897362.0
Bebidas y comidas infantiles,2022-11-30,27931.0,2022-11,49459.581707941,14.1,107.71011509726,19000462.0
Bebidas y comidas infantiles,2022-12-31,9003.0,2022-12,49459.581707941,13.7,104.74238408373,31509175.0
Bebidas y comidas infantiles,2023-01-31,88716.0,2023-01,53588.913914029,12.8,108.59795397108,18955103.0
Bebidas y comidas infantiles,2023-02-28,4765.0,2023-02,53588.913914029,13.3,112.15529652127,35412089.0
Bebidas y comidas infantiles,2023-03-31,12737.0,2023-03,53588.913914029,12.8,118.71274948991,12982090.0
Bebidas y comidas infantiles,2023-04-30,5469.0,2023-04,50291.861394613,12.3,104.77327968918,173721780.0
Bebidas y comidas infantiles,2023-05-31,10269.0,2023-05,50291.861394613,11.9,99.822361408901,16483142.0
Bebidas y comidas infantiles,2023-06-30,6375.0,2023-06,50291.861394613,11.1,113.98474750021,32565017.0
Café y té,2013-01-31,1149084.0,2013-01,43591.2289898859,2.9,89.847446247651,14215074.0
Café y té,2013-02-28,43424.0,2013-02,43591.2289898859,2.1,91.596476733005,2706.0
Café y té,2013-03-31,35170.6,2013-03,43591.2289898859,1.5,94.690431285772,1633290.0
Café y té,2013-04-30,68758.5,2013-04,41321.580759714,1.6,86.585344235856,1019195040.0
Café y té,2013-05-31,96543.5,2013-05,41321.580759714,1.3,82.262492545453,44132305.0
Café y té,2013-06-30,208179.5,2013-06,41321.580759714,1.5,92.909133250737,77939174.0
Café y té,2013-07-31,67853.0,2013-07,42735.663530314,1.0,91.412867395764,134020326.0
Café y té,2013-08-31,62961.0,2013-08,42735.663530314,0.9,90.693410273367,104455440.0
Café y té,2013-09-30,64135.172,2013-09,42735.663530314,1.9,88.608385040724,85908852.0
Café y té,2013-10-31,70848.5,2013-10,41002.549935328,2.2,85.551891607757,113253812.0
Café y té,2013-11-30,95589.5,2013-11,41002.549935328,2.2,88.915053955516,122552350.0
Café y té,2013-12-31,95308.2,2013-12,41002.549935328,2.0,85.269081891005,90923845.0
Café y té,2014-01-31,493489.2,2014-01,44804.091313531,1.5,92.364560602323,112370111.0
Café y té,2014-02-28,29853.0,2014-02,44804.091313531,2.4,94.479713559932,211138830.0
Café y té,2014-03-31,39758.125,2014-03,44804.091313531,3.0,96.973115483759,122476305.0
Café y té,2014-04-30,88255.2,2014-04,42332.208534154,2.8,88.071444078236,1149434028.0
Café y té,2014-05-31,104559.75,2014-05,42332.208534154,3.2,84.817963581773,59798954.0
Café y té,2014-06-30,46505.78,2014-06,42332.208534154,3.5,95.269516489087,121351260.0
Café y té,2014-07-31,53454.0,2014-07,43459.588462873,4.3,92.842851105848,144859783.0
Café y té,2014-08-31,98159.0,2014-08,43459.588462873,4.7,92.51740531676,114619170.0
Café y té,2014-09-30,296593.1,2014-09,43459.588462873,4.3,89.940203669474,128188808.0
Café y té,2014-10-31,56794.25,2014-10,41541.380137926,4.5,86.17001408185,276687554.0
Café y té,2014-11-30,53041.375,2014-11,41541.380137926,4.5,89.569911320642,268846404.0
Café y té,2014-12-31,70369.8,2014-12,41541.380137926,4.9,87.409392603617,107075507.0
Café y té,2015-01-31,2157774.0,2015-01,45575.772450161,5.7,94.0243515223,132309389.0
Café y té,2015-02-28,51464.0,2015-02,45575.772450161,5.5,95.230293056978,158693634.0
Café y té,2015-03-31,71507.0,2015-03,45575.772450161,4.6,99.451060383857,201185913.0
Café y té,2015-04-30,1104602.306722,2015-04,43392.768614376,4.5,90.483052930854,1656858876.0
Café y té,2015-05-31,800000.676469,2015-05,43392.768614376,4.4,87.028068930296,107665924.0
Café y té,2015-06-30,95894.0,2015-06,43392.768614376,4.2,97.366059141437,227878290.0
Café y té,2015-07-31,88022.75,2015-07,44343.767069769,4.1,95.069917495666,210583800.0
Café y té,2015-08-31,917687.5,2015-08,44343.767069769,4.0,93.685525534001,184739871.0
Café y té,2015-09-30,68507.75,2015-09,44343.767069769,4.4,92.145962351853,166641182.0
Café y té,2015-10-31,3921402.5,2015-10,42486.524814553,4.6,88.327076049303,188273217.0
Café y té,2015-11-30,83307.5,2015-11,42486.524814553,5.0,90.802610053762,208546850.0
Café y té,2015-12-31,94182.0,2015-12,42486.524814553,4.6,90.006774753033,177955728.0
Café y té,2016-01-31,698064.0,2016-01,46406.790258516,4.0,95.1359033635,176535966.0
Café y té,2016-02-29,47219.0,2016-02,46406.790258516,3.9,97.404224514212,245704519.0
Café y té,2016-03-31,3434077.5,2016-03,46406.790258516,4.4,101.42976832782,251692159.0
Café y té,2016-04-30,7159580.5,2016-04,44671.966443055,4.8,92.146497210017,1944814128.0
Café y té,2016-05-31,83782.5,2016-05,44671.966443055,4.7,90.770193000667,128349916.0
Café y té,2016-06-30,58551.0,2016-06,44671.966443055,4.5,100.06373712349,149299706.0
Café y té,2016-07-31,4488262.0,2016-07,44900.551739514,4.2,95.66527405303,250802145.0
Café y té,2016-08-31,74912.0,2016-08,44900.551739514,4.2,95.654335926939,245873160.0
Café y té,2016-09-30,93933.04,2016-09,44900.551739514,4.2,93.10882087912,166839732.0
Café y té,2016-10-31,82798.25,2016-10,43332.366271148,4.0,89.204478450289,199260449.0
Café y té,2016-11-30,3189339.7,2016-11,43332.366271148,3.4,93.758177250714,232134243.0
Café y té,2016-12-31,3425268.75,2016-12,43332.366271148,3.1,91.53189874046,240767333.0
Café y té,2017-01-31,656208.0,2017-01,46821.356029654,2.8,94.826515531425,143132535.0
Café y té,2017-02-28,45920.0,2017-02,46821.356029654,2.9,98.69539410651,220812531.0
Café y té,2017-03-31,66851.5,2017-03,46821.356029654,2.7,103.07410778893,214483065.0
Café y té,2017-04-30,60657.0,2017-04,44511.508101199,2.8,92.529437248277,1758288336.0
Café y té,2017-05-31,69566.0,2017-05,44511.508101199,2.7,89.124489666138,153691894.0
Café y té,2017-06-30,88968.0,2017-06,44511.508101199,2.7,100.31005601932,224849595.0
Café y té,2017-07-31,70836.0,2017-07,45204.894705136,2.7,95.307190185225,147450654.0
Café y té,2017-08-31,67952.0,2017-08,45204.894705136,2.6,96.940370552703,180116040.0
Café y té,2017-09-30,79615.5,2017-09,45204.894705136,1.7,94.108770532209,303347902.0
Café y té,2017-10-31,319733.0,2017-10,44140.710988855,1.7,90.921524202074,197752315.0
Café y té,2017-11-30,72494.5,2017-11,44140.710988855,1.9,95.800976119456,245673230.0
Café y té,2017-12-31,85404.0,2017-12,44140.710988855,1.5,92.892619697493,257983364.0
Café y té,2018-01-31,697512.0,2018-01,48309.261540149,1.9,98.075070997706,193557689.1
Café y té,2018-02-28,39286.0,2018-02,48309.261540149,1.9,102.21974233486,227000611.0
Café y té,2018-03-31,69176.0,2018-03,48309.261540149,2.3,105.72653659515,327690278.0
Café y té,2018-04-30,56057.0,2018-04,46465.233705193,2.2,96.55962095538,2236927404.0
Café y té,2018-05-31,85713.0,2018-05,46465.233705193,2.0,92.639065395593,111536069.0
Café y té,2018-06-30,83541.5,2018-06,46465.233705193,1.8,105.1414275287,206017693.0
Café y té,2018-07-31,84767.0,2018-07,47664.205745694,1.9,101.78966356143,175856367.0
Café y té,2018-08-31,80987.0,2018-08,47664.205745694,2.0,101.66316063789,228537966.0
Café y té,2018-09-30,70211.0,2018-09,47664.205745694,2.5,98.482335240184,197198798.0
Café y té,2018-10-31,99300.0,2018-10,45240.100146512,2.7,93.864503164476,186941505.0
Café y té,2018-11-30,104159.0,2018-11,45240.100146512,2.6,98.265953970052,228839213.0
Café y té,2018-12-31,106640.0,2018-12,45240.100146512,3.1,94.448887618972,167965607.0
Café y té,2019-01-31,1308420.0,2019-01,50065.327812567,2.9,102.34562231422,235212600.0
Café y té,2019-02-28,106033.0,2019-02,50065.327812567,2.8,105.70868843619,358820523.0
Café y té,2019-03-31,80941.5,2019-03,50065.327812567,2.6,109.09107117686,252487506.0
Café y té,2019-04-30,93916.0,2019-04,47106.905564521,1.8,98.600715442779,2932348020.0
Café y té,2019-05-31,96936.5,2019-05,47106.905564521,1.7,93.301937118699,196193057.0
Café y té,2019-06-30,106876.75,2019-06,47106.905564521,2.0,106.50221582576,200610815.0
Café y té,2019-07-31,91293.375,2019-07,48324.451190669,2.0,103.61394761216,250456637.0
Café y té,2019-08-31,111099.125,2019-08,48324.451190669,2.3,103.30719279317,211305179.0
Café y té,2019-09-30,113959.875,2019-09,48324.451190669,2.3,99.19643035477,293776054.0
Café y té,2019-10-31,134245.75,2019-10,46662.257115827,2.2,96.525565486525,191780566.0
Café y té,2019-11-30,129024.075,2019-11,46662.257115827,2.3,101.73020957352,209671062.0
Café y té,2019-12-31,171423.125,2019-12,46662.257115827,2.1,97.332409441439,388948851.0
Café y té,2020-01-31,1308096.0,2020-01,48749.000928364,2.5,97.947929134594,263330379.0
Café y té,2020-02-29,71176.0,2020-02,48749.000928364,2.7,100.55233929216,255594343.0
Café y té,2020-03-31,262068.0,2020-03,48749.000928364,3.0,110.3066682996,548329008.0
Café y té,2020-04-30,250282.125,2020-04,47148.319246181,3.5,100.08487374904,3069000228.0
Café y té,2020-05-31,330625.0,2020-05,47148.319246181,3.9,96.253208391708,145953712.0
Café y té,2020-06-30,245228.5,2020-06,47148.319246181,3.7,102.32912664174,480387817.0
Café y té,2020-07-31,255513.0,2020-07,41155.094344207,3.4,88.509044863643,427895834.0
Café y té,2020-08-31,168462.0,2020-08,41155.094344207,2.8,87.004288894657,509286241.0
Café y té,2020-09-30,162929.0,2020-09,41155.094344207,2.6,85.189006250569,376191884.0
Café y té,2020-10-31,152845.0,2020-10,42145.390546874,2.5,84.992680522664,448426334.0
Café y té,2020-11-30,170871.0,2020-11,42145.390546874,2.4,90.112898414487,316333248.0
Café y té,2020-12-31,160812.0,2020-12,42145.390546874,3.1,91.869922182173,581533875.0
Café y té,2021-01-31,1333272.0,2021-01,48666.060874743,3.0,96.372276168681,353519031.0
Café y té,2021-02-28,107758.0,2021-02,48666.060874743,2.7,101.34055587061,336268681.0
Café y té,2021-03-31,103081.0,2021-03,48666.060874743,3.0,110.56871004506,288932688.0
Café y té,2021-04-30,144330.0,2021-04,47096.204723944,3.1,95.967775620426,3047888592.0
Café y té,2021-05-31,62362.0,2021-05,47096.204723944,2.8,93.568701011258,223983985.0
Café y té,2021-06-30,43844.0,2021-06,47096.204723944,2.9,108.80060587817,229095420.0
Café y té,2021-07-31,30204.0,2021-07,48844.125436825,3.3,102.22713364104,250427177.0
Café y té,2021-08-31,37081.0,2021-08,48844.125436825,3.6,103.99662890833,91530903.0
Café y té,2021-09-30,30041.0,2021-09,48844.125436825,3.8,103.18575284539,87804861.0
Café y té,2021-10-31,44925.0,2021-10,49357.624596139,4.5,100.46477396593,45461012.0
Café y té,2021-11-30,57776.0,2021-11,49357.624596139,4.8,106.85588103332,39638375.0
Café y té,2021-12-31,44805.0,2021-12,49357.624596139,5.3,105.34168813308,73297695.0
Café y té,2022-01-31,249924.0,2022-01,54840.3940633,6.0,110.2115035277,98513826.0
Café y té,2022-02-28,17630.0,2022-02,54840.3940633,6.7,116.01785446757,47699914.0
Café y té,2022-03-31,53576.0,2022-03,54840.3940633,7.2,121.16430704495,73393649.0
Café y té,2022-04-30,70729.0,2022-04,50613.150895956,7.7,104.38778446389,385718388.0
Café y té,2022-05-31,220918.0,2022-05,50613.150895956,7.8,100.09164807164,75456718.0
Café y té,2022-06-30,47260.0,2022-06,50613.150895956,9.4,116.1362065258,135959932.0
Café y té,2022-07-31,44868.0,2022-07,51360.885368268,10.5,108.32134465825,108299706.0
Café y té,2022-08-31,50924.0,2022-08,51360.885368268,11.5,110.3215943683,81584434.0
Café y té,2022-09-30,35569.0,2022-09,51360.885368268,12.5,106.70932206768,91768824.0
Café y té,2022-10-31,42508.0,2022-10,49459.581707941,13.1,100.85570464127,125912081.0
Café y té,2022-11-30,37135.0,2022-11,49459.581707941,14.1,107.71011509726,140036039.0
Café y té,2022-12-31,37674.0,2022-12,49459.581707941,13.7,104.74238408373,111873440.0
Café y té,2023-01-31,157806.0,2023-01,53588.913914029,12.8,108.59795397108,114299807.0
Café y té,2023-02-28,43609.0,2023-02,53588.913914029,13.3,112.15529652127,131413749.0
Café y té,2023-03-31,72798.0,2023-03,53588.913914029,12.8,118.71274948991,117176959.0
Café y té,2023-04-30,69976.0,2023-04,50291.861394613,12.3,104.77327968918,435169116.0
Café y té,2023-05-31,68547.0,2023-05,50291.861394613,11.9,99.822361408901,105973003.0
Café y té,2023-06-30,18579.0,2023-06,50291.861394613,11.1,113.98474750021,188740919.0
Carnes procesadas y preparadas,2013-01-31,2302696.1334,2013-01,43591.2289898859,2.9,89.847446247651,250200.0
Carnes procesadas y preparadas,2013-02-28,135440.0369,2013-02,43591.2289898859,2.1,91.596476733005,6870551.0
Carnes procesadas y preparadas,2013-03-31,90001.3219,2013-03,43591.2289898859,1.5,94.690431285772,25224943.0
Carnes procesadas y preparadas,2013-04-30,100177.8265,2013-04,41321.580759714,1.6,86.585344235856,5032569588.0
Carnes procesadas y preparadas,2013-05-31,120481.9893,2013-05,41321.580759714,1.3,82.262492545453,285117148.0
Carnes procesadas y preparadas,2013-06-30,92099.2966,2013-06,41321.580759714,1.5,92.909133250737,215508578.0
Carnes procesadas y preparadas,2013-07-31,98743.6179135506,2013-07,42735.663530314,1.0,91.412867395764,235711335.0
Carnes procesadas y preparadas,2013-08-31,97722.1419066,2013-08,42735.663530314,0.9,90.693410273367,269333674.0
Carnes procesadas y preparadas,2013-09-30,99182.6868917647,2013-09,42735.663530314,1.9,88.608385040724,200010833.0
Carnes procesadas y preparadas,2013-10-31,116332.64713387,2013-10,41002.549935328,2.2,85.551891607757,231344534.0
Carnes procesadas y preparadas,2013-11-30,89338.4778336948,2013-11,41002.549935328,2.2,88.915053955516,218043769.0
Carnes procesadas y preparadas,2013-12-31,107067.5637832536,2013-12,41002.549935328,2.0,85.269081891005,251466144.0
Carnes procesadas y preparadas,2014-01-31,995532.7548,2014-01,44804.091313531,1.5,92.364560602323,274337789.0
Carnes procesadas y preparadas,2014-02-28,66273.97555709,2014-02,44804.091313531,2.4,94.479713559932,838054464.0
Carnes procesadas y preparadas,2014-03-31,367423.57079829,2014-03,44804.091313531,3.0,96.973115483759,614310904.0
Carnes procesadas y preparadas,2014-04-30,67309.965110485,2014-04,42332.208534154,2.8,88.071444078236,3810315588.0
Carnes procesadas y preparadas,2014-05-31,83035.01623,2014-05,42332.208534154,3.2,84.817963581773,79413414755.4
Carnes procesadas y preparadas,2014-06-30,94497.436564,2014-06,42332.208534154,3.5,95.269516489087,20336827664.52
Carnes procesadas y preparadas,2014-07-31,74848.4458069,2014-07,43459.588462873,4.3,92.842851105848,642754948.0
Carnes procesadas y preparadas,2014-08-31,135849.103440697,2014-08,43459.588462873,4.7,92.51740531676,1280716879.4
Carnes procesadas y preparadas,2014-09-30,79450.7267599204,2014-09,43459.588462873,4.3,89.940203669474,518164604.6
Carnes procesadas y preparadas,2014-10-31,56679.390237796,2014-10,41541.380137926,4.5,86.17001408185,680863616.0
Carnes procesadas y preparadas,2014-11-30,51807.84970304568,2014-11,41541.380137926,4.5,89.569911320642,4487937873.8
Carnes procesadas y preparadas,2014-12-31,65712.578094189,2014-12,41541.380137926,4.9,87.409392603617,206839916.0
Carnes procesadas y preparadas,2015-01-31,758366.706343404,2015-01,45575.772450161,5.7,94.0243515223,9225315698.6
Carnes procesadas y preparadas,2015-02-28,48909.203794502,2015-02,45575.772450161,5.5,95.230293056978,236684556.0
Carnes procesadas y preparadas,2015-03-31,57856.827707812,2015-03,45575.772450161,4.6,99.451060383857,176105323.0
Carnes procesadas y preparadas,2015-04-30,285857.475283976,2015-04,43392.768614376,4.5,90.483052930854,2069080440.0
Carnes procesadas y preparadas,2015-05-31,78523.5105686,2015-05,43392.768614376,4.4,87.028068930296,197843284.0
Carnes procesadas y preparadas,2015-06-30,71968.0807045,2015-06,43392.768614376,4.2,97.366059141437,203544345.0
Carnes procesadas y preparadas,2015-07-31,61576.37985709,2015-07,44343.767069769,4.1,95.069917495666,653003113.0
Carnes procesadas y preparadas,2015-08-31,96695.331508,2015-08,44343.767069769,4.0,93.685525534001,232526257.0
Carnes procesadas y preparadas,2015-09-30,54544.6000477,2015-09,44343.767069769,4.4,92.145962351853,163960969.0
Carnes procesadas y preparadas,2015-10-31,52588.72619938308,2015-10,42486.524814553,4.6,88.327076049303,234541586.0
Carnes procesadas y preparadas,2015-11-30,60466.480733,2015-11,42486.524814553,5.0,90.802610053762,302953966.0
Carnes procesadas y preparadas,2015-12-31,80035.78435,2015-12,42486.524814553,4.6,90.006774753033,177204482.0
Carnes procesadas y preparadas,2016-01-31,1533085.5108,2016-01,46406.790258516,4.0,95.1359033635,167559263.0
Carnes procesadas y preparadas,2016-02-29,47104.78682,2016-02,46406.790258516,3.9,97.404224514212,176256958.0
Carnes procesadas y preparadas,2016-03-31,48680.8295294,2016-03,46406.790258516,4.4,101.42976832782,219883925.0
Carnes procesadas y preparadas,2016-04-30,100959.75153435502,2016-04,44671.966443055,4.8,92.146497210017,5155707696.0
Carnes procesadas y preparadas,2016-05-31,60135.42022509821,2016-05,44671.966443055,4.7,90.770193000667,144640155.0
Carnes procesadas y preparadas,2016-06-30,93465.97320672226,2016-06,44671.966443055,4.5,100.06373712349,171058347.0
Carnes procesadas y preparadas,2016-07-31,49074.937341,2016-07,44900.551739514,4.2,95.66527405303,219077594.0
Carnes procesadas y preparadas,2016-08-31,94932.9411556,2016-08,44900.551739514,4.2,95.654335926939,180290661.0
Carnes procesadas y preparadas,2016-09-30,70450.4726311,2016-09,44900.551739514,4.2,93.10882087912,316960118.0
Carnes procesadas y preparadas,2016-10-31,65443.37703247972,2016-10,43332.366271148,4.0,89.204478450289,142956697.0
Carnes procesadas y preparadas,2016-11-30,53490.5595765,2016-11,43332.366271148,3.4,93.758177250714,318148628.0
Carnes procesadas y preparadas,2016-12-31,59901.6001519,2016-12,43332.366271148,3.1,91.53189874046,136121102.0
Carnes procesadas y preparadas,2017-01-31,570675.77832,2017-01,46821.356029654,2.8,94.826515531425,220897715.0
Carnes procesadas y preparadas,2017-02-28,80978.10785,2017-02,46821.356029654,2.9,98.69539410651,120164146.0
Carnes procesadas y preparadas,2017-03-31,61896.1668469,2017-03,46821.356029654,2.7,103.07410778893,138873850.0
Carnes procesadas y preparadas,2017-04-30,50141.353517,2017-04,44511.508101199,2.8,92.529437248277,1825916844.0
Carnes procesadas y preparadas,2017-05-31,176517.4633269,2017-05,44511.508101199,2.7,89.124489666138,224183899.0
Carnes procesadas y preparadas,2017-06-30,357539.32154206,2017-06,44511.508101199,2.7,100.31005601932,216323137.0
Carnes procesadas y preparadas,2017-07-31,40483.479236,2017-07,45204.894705136,2.7,95.307190185225,144263955.0
Carnes procesadas y preparadas,2017-08-31,43332.609739,2017-08,45204.894705136,2.6,96.940370552703,441488620.0
Carnes procesadas y preparadas,2017-09-30,38119.579599062,2017-09,45204.894705136,1.7,94.108770532209,658747926.0
Carnes procesadas y preparadas,2017-10-31,78505.6559017,2017-10,44140.710988855,1.7,90.921524202074,132029053.0
Carnes procesadas y preparadas,2017-11-30,53115.6387045,2017-11,44140.710988855,1.9,95.800976119456,121592695.0
Carnes procesadas y preparadas,2017-12-31,69636.4592,2017-12,44140.710988855,1.5,92.892619697493,115924590.0
Carnes procesadas y preparadas,2018-01-31,1869446.2572,2018-01,48309.261540149,1.9,98.075070997706,165403558.0
Carnes procesadas y preparadas,2018-02-28,31835.616574,2018-02,48309.261540149,1.9,102.21974233486,139849082.0
Carnes procesadas y preparadas,2018-03-31,36156.911376528,2018-03,48309.261540149,2.3,105.72653659515,202075440.0
Carnes procesadas y preparadas,2018-04-30,37084342.55492829,2018-04,46465.233705193,2.2,96.55962095538,5444309352.0
Carnes procesadas y preparadas,2018-05-31,63472.198179879,2018-05,46465.233705193,2.0,92.639065395593,113992490.0
Carnes procesadas y preparadas,2018-06-30,71164.665878347,2018-06,46465.233705193,1.8,105.1414275287,124274848.0
Carnes procesadas y preparadas,2018-07-31,43543.46804631,2018-07,47664.205745694,1.9,101.78966356143,214945953.0
Carnes procesadas y preparadas,2018-08-31,826783.8616,2018-08,47664.205745694,2.0,101.66316063789,172161336.0
Carnes procesadas y preparadas,2018-09-30,95708.6389861,2018-09,47664.205745694,2.5,98.482335240184,171304195.0
Carnes procesadas y preparadas,2018-10-31,74930.1039,2018-10,45240.100146512,2.7,93.864503164476,110803272.0
Carnes procesadas y preparadas,2018-11-30,77663.408691304,2018-11,45240.100146512,2.6,98.265953970052,1823211387.0
Carnes procesadas y preparadas,2018-12-31,78585.5818,2018-12,45240.100146512,3.1,94.448887618972,254710328.0
Carnes procesadas y preparadas,2019-01-31,1013294.10096,2019-01,50065.327812567,2.9,102.34562231422,195115238.0
Carnes procesadas y preparadas,2019-02-28,42407.3847,2019-02,50065.327812567,2.8,105.70868843619,193231472.0
Carnes procesadas y preparadas,2019-03-31,68661.5394,2019-03,50065.327812567,2.6,109.09107117686,195698941.0
Carnes procesadas y preparadas,2019-04-30,84545.6126,2019-04,47106.905564521,1.8,98.600715442779,2630945820.0
Carnes procesadas y preparadas,2019-05-31,218118.463592,2019-05,47106.905564521,1.7,93.301937118699,104018519.0
Carnes procesadas y preparadas,2019-06-30,88133.351,2019-06,47106.905564521,2.0,106.50221582576,201009762.0
