RubroN3,FechaCreacion,cantidad,mes_año_x,PIB,IPC,IMACEC,totalLineaNeto
Aceites vegetales y grasas comestibles,2013-01-31,379140.0,2013-01,43591.2289898859,2.9,89.847446247651,
Aceites vegetales y grasas comestibles,2013-02-28,22830.0,2013-02,43591.2289898859,2.1,91.596476733005,3898.0
Aceites vegetales y grasas comestibles,2013-03-31,24398.505,2013-03,43591.2289898859,1.5,94.690431285772,1279406.0
Aceites vegetales y grasas comestibles,2013-04-30,34715.298,2013-04,41321.580759714,1.6,86.585344235856,1125727260.0
Aceites vegetales y grasas comestibles,2013-05-31,33045.5,2013-05,41321.580759714,1.3,82.262492545453,38390577.0
Aceites vegetales y grasas comestibles,2013-06-30,59041.819,2013-06,41321.580759714,1.5,92.909133250737,56012966.0
Aceites vegetales y grasas comestibles,2013-07-31,46309.0,2013-07,42735.663530314,1.0,91.412867395764,97762452.0
Aceites vegetales y grasas comestibles,2013-08-31,33651.245,2013-08,42735.663530314,0.9,90.693410273367,60932712.0
Aceites vegetales y grasas comestibles,2013-09-30,34555.491,2013-09,42735.663530314,1.9,88.608385040724,71224558.0
Aceites vegetales y grasas comestibles,2013-10-31,36765.438,2013-10,41002.549935328,2.2,85.551891607757,100637131.0
Aceites vegetales y grasas comestibles,2013-11-30,33104.0,2013-11,41002.549935328,2.2,88.915053955516,92720377.0
Aceites vegetales y grasas comestibles,2013-12-31,44572.0,2013-12,41002.549935328,2.0,85.269081891005,58314127.0
Aceites vegetales y grasas comestibles,2014-01-31,448102.416,2014-01,44804.091313531,1.5,92.364560602323,90844024.0
Aceites vegetales y grasas comestibles,2014-02-28,24201.0,2014-02,44804.091313531,2.4,94.479713559932,66802364.0
Aceites vegetales y grasas comestibles,2014-03-31,73983.0,2014-03,44804.091313531,3.0,96.973115483759,127725703.0
Aceites vegetales y grasas comestibles,2014-04-30,48045.5,2014-04,42332.208534154,2.8,88.071444078236,1022183760.0
Aceites vegetales y grasas comestibles,2014-05-31,35922.09,2014-05,42332.208534154,3.2,84.817963581773,54734524.0
Aceites vegetales y grasas comestibles,2014-06-30,56549.0,2014-06,42332.208534154,3.5,95.269516489087,167124429.0
Aceites vegetales y grasas comestibles,2014-07-31,36489.371,2014-07,43459.588462873,4.3,92.842851105848,112799253.0
Aceites vegetales y grasas comestibles,2014-08-31,131413.5,2014-08,43459.588462873,4.7,92.51740531676,66255496.0
Aceites vegetales y grasas comestibles,2014-09-30,22773.5,2014-09,43459.588462873,4.3,89.940203669474,95098188.0
Aceites vegetales y grasas comestibles,2014-10-31,14288.4,2014-10,41541.380137926,4.5,86.17001408185,88686402.0
Aceites vegetales y grasas comestibles,2014-11-30,17703.5,2014-11,41541.380137926,4.5,89.569911320642,268534508.0
Aceites vegetales y grasas comestibles,2014-12-31,53307.0,2014-12,41541.380137926,4.9,87.409392603617,64821279.0
Aceites vegetales y grasas comestibles,2015-01-31,375192.0,2015-01,45575.772450161,5.7,94.0243515223,46212532.0
Aceites vegetales y grasas comestibles,2015-02-28,21865.0,2015-02,45575.772450161,5.5,95.230293056978,44464900.0
Aceites vegetales y grasas comestibles,2015-03-31,29124.0,2015-03,45575.772450161,4.6,99.451060383857,92874189.0
Aceites vegetales y grasas comestibles,2015-04-30,56396.0,2015-04,43392.768614376,4.5,90.483052930854,944706876.0
Aceites vegetales y grasas comestibles,2015-05-31,34003.0,2015-05,43392.768614376,4.4,87.028068930296,57483290.0
Aceites vegetales y grasas comestibles,2015-06-30,65810.7,2015-06,43392.768614376,4.2,97.366059141437,96976300.0
Aceites vegetales y grasas comestibles,2015-07-31,41779.0,2015-07,44343.767069769,4.1,95.069917495666,112915509.0
Aceites vegetales y grasas comestibles,2015-08-31,29114.0,2015-08,44343.767069769,4.0,93.685525534001,79631650.0
Aceites vegetales y grasas comestibles,2015-09-30,67489.0,2015-09,44343.767069769,4.4,92.145962351853,128826321.0
Aceites vegetales y grasas comestibles,2015-10-31,41900.0,2015-10,42486.524814553,4.6,88.327076049303,94478898.0
Aceites vegetales y grasas comestibles,2015-11-30,42694.0,2015-11,42486.524814553,5.0,90.802610053762,84144590.0
Aceites vegetales y grasas comestibles,2015-12-31,41547.5,2015-12,42486.524814553,4.6,90.006774753033,121811984.0
Aceites vegetales y grasas comestibles,2016-01-31,428244.0,2016-01,46406.790258516,4.0,95.1359033635,88789162.0
Aceites vegetales y grasas comestibles,2016-02-29,26423.0,2016-02,46406.790258516,3.9,97.404224514212,138872654.0
Aceites vegetales y grasas comestibles,2016-03-31,39825.0,2016-03,46406.790258516,4.4,101.42976832782,100004269.0
Aceites vegetales y grasas comestibles,2016-04-30,55960.0,2016-04,44671.966443055,4.8,92.146497210017,1197510012.0
Aceites vegetales y grasas comestibles,2016-05-31,40938.7,2016-05,44671.966443055,4.7,90.770193000667,61802384.0
Aceites vegetales y grasas comestibles,2016-06-30,55058.9,2016-06,44671.966443055,4.5,100.06373712349,108384812.0
Aceites vegetales y grasas comestibles,2016-07-31,42721.0,2016-07,44900.551739514,4.2,95.66527405303,118697826.0
Aceites vegetales y grasas comestibles,2016-08-31,44065.0,2016-08,44900.551739514,4.2,95.654335926939,149323065.0
Aceites vegetales y grasas comestibles,2016-09-30,35178.0,2016-09,44900.551739514,4.2,93.10882087912,108769611.0
Aceites vegetales y grasas comestibles,2016-10-31,59056.3,2016-10,43332.366271148,4.0,89.204478450289,101419231.0
Aceites vegetales y grasas comestibles,2016-11-30,32104.5,2016-11,43332.366271148,3.4,93.758177250714,102488655.0
Aceites vegetales y grasas comestibles,2016-12-31,45144.6317,2016-12,43332.366271148,3.1,91.53189874046,96284733.0
Aceites vegetales y grasas comestibles,2017-01-31,770928.0,2017-01,46821.356029654,2.8,94.826515531425,154329485.0
Aceites vegetales y grasas comestibles,2017-02-28,25895.0,2017-02,46821.356029654,2.9,98.69539410651,81326443.0
Aceites vegetales y grasas comestibles,2017-03-31,51564.0,2017-03,46821.356029654,2.7,103.07410778893,95082625.0
Aceites vegetales y grasas comestibles,2017-04-30,51066.0,2017-04,44511.508101199,2.8,92.529437248277,1305083700.0
Aceites vegetales y grasas comestibles,2017-05-31,35910.0,2017-05,44511.508101199,2.7,89.124489666138,72278842.0
Aceites vegetales y grasas comestibles,2017-06-30,71350.0,2017-06,44511.508101199,2.7,100.31005601932,105243585.0
Aceites vegetales y grasas comestibles,2017-07-31,38755.0,2017-07,45204.894705136,2.7,95.307190185225,117762613.0
Aceites vegetales y grasas comestibles,2017-08-31,67963.0,2017-08,45204.894705136,2.6,96.940370552703,87327147.0
Aceites vegetales y grasas comestibles,2017-09-30,43550.0,2017-09,45204.894705136,1.7,94.108770532209,186800614.0
Aceites vegetales y grasas comestibles,2017-10-31,38150.0,2017-10,44140.710988855,1.7,90.921524202074,87339553.0
Aceites vegetales y grasas comestibles,2017-11-30,51189.0,2017-11,44140.710988855,1.9,95.800976119456,140543976.0
Aceites vegetales y grasas comestibles,2017-12-31,54313.0,2017-12,44140.710988855,1.5,92.892619697493,140182510.0
Aceites vegetales y grasas comestibles,2018-01-31,680988.0,2018-01,48309.261540149,1.9,98.075070997706,97013251.0
Aceites vegetales y grasas comestibles,2018-02-28,58981.0,2018-02,48309.261540149,1.9,102.21974233486,103302415.0
Aceites vegetales y grasas comestibles,2018-03-31,34302.0,2018-03,48309.261540149,2.3,105.72653659515,100744339.0
Aceites vegetales y grasas comestibles,2018-04-30,53106.0,2018-04,46465.233705193,2.2,96.55962095538,1816064172.0
Aceites vegetales y grasas comestibles,2018-05-31,76662.0,2018-05,46465.233705193,2.0,92.639065395593,108238915.0
Aceites vegetales y grasas comestibles,2018-06-30,45372.2,2018-06,46465.233705193,1.8,105.1414275287,75338528.0
Aceites vegetales y grasas comestibles,2018-07-31,120273.0,2018-07,47664.205745694,1.9,101.78966356143,105045404.0
Aceites vegetales y grasas comestibles,2018-08-31,73434.0,2018-08,47664.205745694,2.0,101.66316063789,140841264.0
Aceites vegetales y grasas comestibles,2018-09-30,57780.5,2018-09,47664.205745694,2.5,98.482335240184,96802367.0
Aceites vegetales y grasas comestibles,2018-10-31,67355.0,2018-10,45240.100146512,2.7,93.864503164476,177065242.0
Aceites vegetales y grasas comestibles,2018-11-30,72674.0,2018-11,45240.100146512,2.6,98.265953970052,144263972.0
Aceites vegetales y grasas comestibles,2018-12-31,71759.0,2018-12,45240.100146512,3.1,94.448887618972,103136546.0
Aceites vegetales y grasas comestibles,2019-01-31,1417062.0,2019-01,50065.327812567,2.9,102.34562231422,130222178.0
Aceites vegetales y grasas comestibles,2019-02-28,54730.0,2019-02,50065.327812567,2.8,105.70868843619,116261176.0
Aceites vegetales y grasas comestibles,2019-03-31,77582.0,2019-03,50065.327812567,2.6,109.09107117686,107911530.0
Aceites vegetales y grasas comestibles,2019-04-30,75776.0,2019-04,47106.905564521,1.8,98.600715442779,2407189248.0
Aceites vegetales y grasas comestibles,2019-05-31,78520.0,2019-05,47106.905564521,1.7,93.301937118699,102968342.0
Aceites vegetales y grasas comestibles,2019-06-30,94964.0,2019-06,47106.905564521,2.0,106.50221582576,105598402.0
Aceites vegetales y grasas comestibles,2019-07-31,60383.0,2019-07,48324.451190669,2.0,103.61394761216,128671159.0
Aceites vegetales y grasas comestibles,2019-08-31,73194.0,2019-08,48324.451190669,2.3,103.30719279317,117272745.0
Aceites vegetales y grasas comestibles,2019-09-30,66471.0,2019-09,48324.451190669,2.3,99.19643035477,144429736.0
Aceites vegetales y grasas comestibles,2019-10-31,111251.0,2019-10,46662.257115827,2.2,96.525565486525,96180690.0
Aceites vegetales y grasas comestibles,2019-11-30,88755.0,2019-11,46662.257115827,2.3,101.73020957352,121351498.0
Aceites vegetales y grasas comestibles,2019-12-31,148576.0,2019-12,46662.257115827,2.1,97.332409441439,174443544.0
Aceites vegetales y grasas comestibles,2020-01-31,835068.0,2020-01,48749.000928364,2.5,97.947929134594,165337097.0
Aceites vegetales y grasas comestibles,2020-02-29,82463.0,2020-02,48749.000928364,2.7,100.55233929216,145722351.0
Aceites vegetales y grasas comestibles,2020-03-31,154453.0,2020-03,48749.000928364,3.0,110.3066682996,322131667.0
Aceites vegetales y grasas comestibles,2020-04-30,192149.0,2020-04,47148.319246181,3.5,100.08487374904,1377778020.0
Aceites vegetales y grasas comestibles,2020-05-31,249841.0,2020-05,47148.319246181,3.9,96.253208391708,126820672.0
Aceites vegetales y grasas comestibles,2020-06-30,249077.0,2020-06,47148.319246181,3.7,102.32912664174,237360594.0
Aceites vegetales y grasas comestibles,2020-07-31,242350.0,2020-07,41155.094344207,3.4,88.509044863643,319075394.0
Aceites vegetales y grasas comestibles,2020-08-31,150129.0,2020-08,41155.094344207,2.8,87.004288894657,369592640.0
Aceites vegetales y grasas comestibles,2020-09-30,152354.0,2020-09,41155.094344207,2.6,85.189006250569,353649554.0
Aceites vegetales y grasas comestibles,2020-10-31,128551.0,2020-10,42145.390546874,2.5,84.992680522664,484158039.0
Aceites vegetales y grasas comestibles,2020-11-30,133811.0,2020-11,42145.390546874,2.4,90.112898414487,227115607.0
Aceites vegetales y grasas comestibles,2020-12-31,141552.0,2020-12,42145.390546874,3.1,91.869922182173,283482415.0
Aceites vegetales y grasas comestibles,2021-01-31,1215732.0,2021-01,48666.060874743,3.0,96.372276168681,196174059.0
Aceites vegetales y grasas comestibles,2021-02-28,99386.0,2021-02,48666.060874743,2.7,101.34055587061,217058483.0
Aceites vegetales y grasas comestibles,2021-03-31,87966.0,2021-03,48666.060874743,3.0,110.56871004506,215245699.0
Aceites vegetales y grasas comestibles,2021-04-30,131670.0,2021-04,47096.204723944,3.1,95.967775620426,2371975704.0
Aceites vegetales y grasas comestibles,2021-05-31,40102.0,2021-05,47096.204723944,2.8,93.568701011258,175160280.0
Aceites vegetales y grasas comestibles,2021-06-30,24197.0,2021-06,47096.204723944,2.9,108.80060587817,155456154.0
Aceites vegetales y grasas comestibles,2021-07-31,16576.0,2021-07,48844.125436825,3.3,102.22713364104,246075847.0
Aceites vegetales y grasas comestibles,2021-08-31,22029.0,2021-08,48844.125436825,3.6,103.99662890833,144782298.0
Aceites vegetales y grasas comestibles,2021-09-30,7272.0,2021-09,48844.125436825,3.8,103.18575284539,57670393.0
Aceites vegetales y grasas comestibles,2021-10-31,8901.0,2021-10,49357.624596139,4.5,100.46477396593,27734555.0
Aceites vegetales y grasas comestibles,2021-11-30,11122.0,2021-11,49357.624596139,4.8,106.85588103332,48429750.0
Aceites vegetales y grasas comestibles,2021-12-31,26106.0,2021-12,49357.624596139,5.3,105.34168813308,27663858.0
Aceites vegetales y grasas comestibles,2022-01-31,86640.0,2022-01,54840.3940633,6.0,110.2115035277,16480795.0
Aceites vegetales y grasas comestibles,2022-02-28,6103.0,2022-02,54840.3940633,6.7,116.01785446757,12684657.0
Aceites vegetales y grasas comestibles,2022-03-31,7492.0,2022-03,54840.3940633,7.2,121.16430704495,63173283.0
Aceites vegetales y grasas comestibles,2022-04-30,41287.0,2022-04,50613.150895956,7.7,104.38778446389,224855820.0
Aceites vegetales y grasas comestibles,2022-05-31,32344.0,2022-05,50613.150895956,7.8,100.09164807164,35883167.0
Aceites vegetales y grasas comestibles,2022-06-30,18294.0,2022-06,50613.150895956,9.4,116.1362065258,20760839.0
Aceites vegetales y grasas comestibles,2022-07-31,35127.0,2022-07,51360.885368268,10.5,108.32134465825,79087075.0
Aceites vegetales y grasas comestibles,2022-08-31,13223.0,2022-08,51360.885368268,11.5,110.3215943683,49709816.0
Aceites vegetales y grasas comestibles,2022-09-30,11059.0,2022-09,51360.885368268,12.5,106.70932206768,46917036.0
Aceites vegetales y grasas comestibles,2022-10-31,13523.0,2022-10,49459.581707941,13.1,100.85570464127,68958087.0
Aceites vegetales y grasas comestibles,2022-11-30,12098.0,2022-11,49459.581707941,14.1,107.71011509726,34475795.0
Aceites vegetales y grasas comestibles,2022-12-31,10100.0,2022-12,49459.581707941,13.7,104.74238408373,30336951.0
Aceites vegetales y grasas comestibles,2023-01-31,141288.0,2023-01,53588.913914029,12.8,108.59795397108,55919936.0
Aceites vegetales y grasas comestibles,2023-02-28,16596.0,2023-02,53588.913914029,13.3,112.15529652127,61829854.0
Aceites vegetales y grasas comestibles,2023-03-31,49396.0,2023-03,53588.913914029,12.8,118.71274948991,27268949.0
Aceites vegetales y grasas comestibles,2023-04-30,30862.0,2023-04,50291.861394613,12.3,104.77327968918,307367724.0
Aceites vegetales y grasas comestibles,2023-05-31,47130.0,2023-05,50291.861394613,11.9,99.822361408901,60813748.0
Aceites vegetales y grasas comestibles,2023-06-30,6471.0,2023-06,50291.861394613,11.1,113.98474750021,114051008.0
Acompañamientos preparados,2013-01-31,367464.0,2013-01,43591.2289898859,2.9,89.847446247651,17768609.0
Acompañamientos preparados,2013-02-28,41375.9,2013-02,43591.2289898859,2.1,91.596476733005,2294.0
Acompañamientos preparados,2013-03-31,58158.8,2013-03,43591.2289898859,1.5,94.690431285772,1912343.0
Acompañamientos preparados,2013-04-30,111896.25,2013-04,41321.580759714,1.6,86.585344235856,672897564.0
Acompañamientos preparados,2013-05-31,52518.5,2013-05,41321.580759714,1.3,82.262492545453,67283755.0
Acompañamientos preparados,2013-06-30,48368.2,2013-06,41321.580759714,1.5,92.909133250737,77759375.0
Acompañamientos preparados,2013-07-31,30316.5,2013-07,42735.663530314,1.0,91.412867395764,104542898.0
Acompañamientos preparados,2013-08-31,61336.5,2013-08,42735.663530314,0.9,90.693410273367,83112188.0
Acompañamientos preparados,2013-09-30,27748.0,2013-09,42735.663530314,1.9,88.608385040724,74334040.0
Acompañamientos preparados,2013-10-31,70694.5,2013-10,41002.549935328,2.2,85.551891607757,69467271.0
Acompañamientos preparados,2013-11-30,34532.0,2013-11,41002.549935328,2.2,88.915053955516,91850058.0
Acompañamientos preparados,2013-12-31,45256.8,2013-12,41002.549935328,2.0,85.269081891005,63764672.0
Acompañamientos preparados,2014-01-31,954072.0,2014-01,44804.091313531,1.5,92.364560602323,89024998.0
Acompañamientos preparados,2014-02-28,22585.0,2014-02,44804.091313531,2.4,94.479713559932,91632065.0
Acompañamientos preparados,2014-03-31,67984.0,2014-03,44804.091313531,3.0,96.973115483759,228770670.0
Acompañamientos preparados,2014-04-30,41074.0,2014-04,42332.208534154,2.8,88.071444078236,1271145960.0
Acompañamientos preparados,2014-05-31,98691.0,2014-05,42332.208534154,3.2,84.817963581773,63189532.0
Acompañamientos preparados,2014-06-30,37839.0,2014-06,42332.208534154,3.5,95.269516489087,81848136.0
Acompañamientos preparados,2014-07-31,77021.0,2014-07,43459.588462873,4.3,92.842851105848,72831881.0
Acompañamientos preparados,2014-08-31,131907.3981,2014-08,43459.588462873,4.7,92.51740531676,95546909.0
Acompañamientos preparados,2014-09-30,4268.0,2014-09,43459.588462873,4.3,89.940203669474,67418148.0
Acompañamientos preparados,2014-10-31,5952.0,2014-10,41541.380137926,4.5,86.17001408185,113990121.0
Acompañamientos preparados,2014-11-30,4068.0,2014-11,41541.380137926,4.5,89.569911320642,253952358.0
Acompañamientos preparados,2014-12-31,7155.0,2014-12,41541.380137926,4.9,87.409392603617,20082834.0
Acompañamientos preparados,2015-01-31,101028.0,2015-01,45575.772450161,5.7,94.0243515223,9962525.0
Acompañamientos preparados,2015-02-28,2624.5,2015-02,45575.772450161,5.5,95.230293056978,7274522.0
Acompañamientos preparados,2015-03-31,5501.0,2015-03,45575.772450161,4.6,99.451060383857,47303252.0
Acompañamientos preparados,2015-04-30,8232.0,2015-04,43392.768614376,4.5,90.483052930854,85934352.0
Acompañamientos preparados,2015-05-31,5502.225,2015-05,43392.768614376,4.4,87.028068930296,18483079.0
Acompañamientos preparados,2015-06-30,4705.0,2015-06,43392.768614376,4.2,97.366059141437,14953953.0
Acompañamientos preparados,2015-07-31,7447.0,2015-07,44343.767069769,4.1,95.069917495666,8788137.0
Acompañamientos preparados,2015-08-31,4746.0,2015-08,44343.767069769,4.0,93.685525534001,9928415.0
Acompañamientos preparados,2015-09-30,3919.0,2015-09,44343.767069769,4.4,92.145962351853,6334418.0
Acompañamientos preparados,2015-10-31,5809.0,2015-10,42486.524814553,4.6,88.327076049303,29513036.0
Acompañamientos preparados,2015-11-30,7823.0,2015-11,42486.524814553,5.0,90.802610053762,21082085.0
Acompañamientos preparados,2015-12-31,3369.0,2015-12,42486.524814553,4.6,90.006774753033,24424117.0
Acompañamientos preparados,2016-01-31,38772.0,2016-01,46406.790258516,4.0,95.1359033635,32688605.0
Acompañamientos preparados,2016-02-29,6486.0,2016-02,46406.790258516,3.9,97.404224514212,31364283.0
Acompañamientos preparados,2016-03-31,2689.0,2016-03,46406.790258516,4.4,101.42976832782,13219561.0
Acompañamientos preparados,2016-04-30,4638.0,2016-04,44671.966443055,4.8,92.146497210017,91846572.0
Acompañamientos preparados,2016-05-31,5447.0,2016-05,44671.966443055,4.7,90.770193000667,28839483.0
Acompañamientos preparados,2016-06-30,5140.0,2016-06,44671.966443055,4.5,100.06373712349,7080328.0
Acompañamientos preparados,2016-07-31,7060.0,2016-07,44900.551739514,4.2,95.66527405303,35130389.0
Acompañamientos preparados,2016-08-31,6504.0,2016-08,44900.551739514,4.2,95.654335926939,13575508.0
Acompañamientos preparados,2016-09-30,5803.5,2016-09,44900.551739514,4.2,93.10882087912,13167247.0
Acompañamientos preparados,2016-10-31,7096.0,2016-10,43332.366271148,4.0,89.204478450289,35863433.0
Acompañamientos preparados,2016-11-30,8975.0,2016-11,43332.366271148,3.4,93.758177250714,29891724.0
Acompañamientos preparados,2016-12-31,6423.0,2016-12,43332.366271148,3.1,91.53189874046,29622995.0
Acompañamientos preparados,2017-01-31,64248.0,2017-01,46821.356029654,2.8,94.826515531425,25504360.0
Acompañamientos preparados,2017-02-28,3616.0,2017-02,46821.356029654,2.9,98.69539410651,15029041.0
Acompañamientos preparados,2017-03-31,6330.0,2017-03,46821.356029654,2.7,103.07410778893,22522481.0
Acompañamientos preparados,2017-04-30,12987.0,2017-04,44511.508101199,2.8,92.529437248277,119421804.0
Acompañamientos preparados,2017-05-31,16806.5,2017-05,44511.508101199,2.7,89.124489666138,5936308.0
Acompañamientos preparados,2017-06-30,17819.0,2017-06,44511.508101199,2.7,100.31005601932,19935094.0
Acompañamientos preparados,2017-07-31,8597.175,2017-07,45204.894705136,2.7,95.307190185225,14661831.0
Acompañamientos preparados,2017-08-31,7295.0,2017-08,45204.894705136,2.6,96.940370552703,31170189.0
Acompañamientos preparados,2017-09-30,9006.0,2017-09,45204.894705136,1.7,94.108770532209,25277171.0
Acompañamientos preparados,2017-10-31,6166.0,2017-10,44140.710988855,1.7,90.921524202074,14912469.0
Acompañamientos preparados,2017-11-30,10238.0,2017-11,44140.710988855,1.9,95.800976119456,15719459.0
Acompañamientos preparados,2017-12-31,11570.0,2017-12,44140.710988855,1.5,92.892619697493,9835097.0
Acompañamientos preparados,2018-01-31,70836.0,2018-01,48309.261540149,1.9,98.075070997706,29971694.0
Acompañamientos preparados,2018-02-28,6436.5,2018-02,48309.261540149,1.9,102.21974233486,32972037.0
Acompañamientos preparados,2018-03-31,9141.0,2018-03,48309.261540149,2.3,105.72653659515,31140312.0
Acompañamientos preparados,2018-04-30,8567.6,2018-04,46465.233705193,2.2,96.55962095538,148729404.0
Acompañamientos preparados,2018-05-31,8357.0,2018-05,46465.233705193,2.0,92.639065395593,29602563.0
Acompañamientos preparados,2018-06-30,181451.0,2018-06,46465.233705193,1.8,105.1414275287,24971735.0
Acompañamientos preparados,2018-07-31,8800.0,2018-07,47664.205745694,1.9,101.78966356143,17915867.0
Acompañamientos preparados,2018-08-31,58347.5,2018-08,47664.205745694,2.0,101.66316063789,24539022.0
Acompañamientos preparados,2018-09-30,3388.0,2018-09,47664.205745694,2.5,98.482335240184,205308157.0
Acompañamientos preparados,2018-10-31,4034.0,2018-10,45240.100146512,2.7,93.864503164476,14139214.0
Acompañamientos preparados,2018-11-30,7131.0,2018-11,45240.100146512,2.6,98.265953970052,87831475.0
Acompañamientos preparados,2018-12-31,66264758.0,2018-12,45240.100146512,3.1,94.448887618972,10237224.0
Acompañamientos preparados,2019-01-31,44874.0,2019-01,50065.327812567,2.9,102.34562231422,13180036.0
Acompañamientos preparados,2019-02-28,2312.0,2019-02,50065.327812567,2.8,105.70868843619,14526227.0
Acompañamientos preparados,2019-03-31,4200.0,2019-03,50065.327812567,2.6,109.09107117686,83702932.0
Acompañamientos preparados,2019-04-30,6829.0,2019-04,47106.905564521,1.8,98.600715442779,163111020.0
Acompañamientos preparados,2019-05-31,12258.0,2019-05,47106.905564521,1.7,93.301937118699,9833082.0
Acompañamientos preparados,2019-06-30,8291.0,2019-06,47106.905564521,2.0,106.50221582576,12891249.0
Acompañamientos preparados,2019-07-31,4201.0,2019-07,48324.451190669,2.0,103.61394761216,14665769.0
Acompañamientos preparados,2019-08-31,4938.0,2019-08,48324.451190669,2.3,103.30719279317,29331652.0
Acompañamientos preparados,2019-09-30,6623.0,2019-09,48324.451190669,2.3,99.19643035477,16231689.0
Acompañamientos preparados,2019-10-31,6306.0,2019-10,46662.257115827,2.2,96.525565486525,18746913.0
Acompañamientos preparados,2019-11-30,49825.5,2019-11,46662.257115827,2.3,101.73020957352,11060731.0
Acompañamientos preparados,2019-12-31,27687.0,2019-12,46662.257115827,2.1,97.332409441439,12756212.0
Acompañamientos preparados,2020-01-31,96048.0,2020-01,48749.000928364,2.5,97.947929134594,14740471.0
Acompañamientos preparados,2020-02-29,9978.5,2020-02,48749.000928364,2.7,100.55233929216,66034979.0
Acompañamientos preparados,2020-03-31,14096.0,2020-03,48749.000928364,3.0,110.3066682996,58034354.0
Acompañamientos preparados,2020-04-30,24888.0,2020-04,47148.319246181,3.5,100.08487374904,125460084.0
Acompañamientos preparados,2020-05-31,16309.0,2020-05,47148.319246181,3.9,96.253208391708,156783176.0
Acompañamientos preparados,2020-06-30,53917.0,2020-06,47148.319246181,3.7,102.32912664174,80525084.0
Acompañamientos preparados,2020-07-31,160642.0,2020-07,41155.094344207,3.4,88.509044863643,36250109.0
Acompañamientos preparados,2020-08-31,144949.0,2020-08,41155.094344207,2.8,87.004288894657,42655494.0
Acompañamientos preparados,2020-09-30,58518.0,2020-09,41155.094344207,2.6,85.189006250569,537889373.0
Acompañamientos preparados,2020-10-31,17521.0,2020-10,42145.390546874,2.5,84.992680522664,161009750.0
Acompañamientos preparados,2020-11-30,7222.0,2020-11,42145.390546874,2.4,90.112898414487,37129808.0
Acompañamientos preparados,2020-12-31,19813.0,2020-12,42145.390546874,3.1,91.869922182173,347016136.0
Acompañamientos preparados,2021-01-31,90792.0,2021-01,48666.060874743,3.0,96.372276168681,57607990.0
Acompañamientos preparados,2021-02-28,11384.755,2021-02,48666.060874743,2.7,101.34055587061,24635607.0
Acompañamientos preparados,2021-03-31,10683.0,2021-03,48666.060874743,3.0,110.56871004506,79791810.0
Acompañamientos preparados,2021-04-30,22825.0,2021-04,47096.204723944,3.1,95.967775620426,234098448.0
Acompañamientos preparados,2021-05-31,12945.0,2021-05,47096.204723944,2.8,93.568701011258,39347617.0
Acompañamientos preparados,2021-06-30,60874.0,2021-06,47096.204723944,2.9,108.80060587817,54075880.0
Acompañamientos preparados,2021-07-31,7567.0,2021-07,48844.125436825,3.3,102.22713364104,47717471.0
Acompañamientos preparados,2021-08-31,5231.0,2021-08,48844.125436825,3.6,103.99662890833,124511155.0
Acompañamientos preparados,2021-09-30,28278.0,2021-09,48844.125436825,3.8,103.18575284539,149913650.0
Acompañamientos preparados,2021-10-31,7116.0,2021-10,49357.624596139,4.5,100.46477396593,14489191.0
Acompañamientos preparados,2021-11-30,8598.0,2021-11,49357.624596139,4.8,106.85588103332,13300758.0
Acompañamientos preparados,2021-12-31,20260.0,2021-12,49357.624596139,5.3,105.34168813308,304399665.0
Acompañamientos preparados,2022-01-31,142800.0,2022-01,54840.3940633,6.0,110.2115035277,39433601.0
Acompañamientos preparados,2022-02-28,4751.0,2022-02,54840.3940633,6.7,116.01785446757,84991952.0
Acompañamientos preparados,2022-03-31,128314.0,2022-03,54840.3940633,7.2,121.16430704495,76875031.0
Acompañamientos preparados,2022-04-30,31253.0,2022-04,50613.150895956,7.7,104.38778446389,234678912.0
Acompañamientos preparados,2022-05-31,8204.0,2022-05,50613.150895956,7.8,100.09164807164,13906032.0
Acompañamientos preparados,2022-06-30,6607.0,2022-06,50613.150895956,9.4,116.1362065258,133331840.0
Acompañamientos preparados,2022-07-31,10124.0,2022-07,51360.885368268,10.5,108.32134465825,87569492.0
Acompañamientos preparados,2022-08-31,7737.5,2022-08,51360.885368268,11.5,110.3215943683,19820764.0
Acompañamientos preparados,2022-09-30,6430.0,2022-09,51360.885368268,12.5,106.70932206768,34679526.0
Acompañamientos preparados,2022-10-31,7613.0,2022-10,49459.581707941,13.1,100.85570464127,34661367.0
Acompañamientos preparados,2022-11-30,5456.0,2022-11,49459.581707941,14.1,107.71011509726,90150284.0
Acompañamientos preparados,2022-12-31,4513.0,2022-12,49459.581707941,13.7,104.74238408373,33787321.0
Acompañamientos preparados,2023-01-31,38352.0,2023-01,53588.913914029,12.8,108.59795397108,47137659.0
Acompañamientos preparados,2023-02-28,14150.0,2023-02,53588.913914029,13.3,112.15529652127,22800482.0
Acompañamientos preparados,2023-03-31,15606.0,2023-03,53588.913914029,12.8,118.71274948991,45122548.0
Acompañamientos preparados,2023-04-30,97279.7,2023-04,50291.861394613,12.3,104.77327968918,81567918.0
Acompañamientos preparados,2023-05-31,27992.07,2023-05,50291.861394613,11.9,99.822361408901,43094248.0
Acompañamientos preparados,2023-06-30,8623.54,2023-06,50291.861394613,11.1,113.98474750021,105212393.0
Bebidas alcohólicas,2013-01-31,270864.0,2013-01,43591.2289898859,2.9,89.847446247651,16449414.0
